Species	Protein ID	Family	Genome/EST	Category
Oryza sativa subsp. japonica	LOC_Os08g43090.1	bZIP	Genome	TF
Oryza sativa subsp. japonica	LOC_Os08g43600.1	bZIP	Genome	TF
Oryza sativa subsp. japonica	LOC_Os09g10840.1	bZIP	Genome	TF
Oryza sativa subsp. japonica	LOC_Os09g10840.2	bZIP	Genome	TF
Oryza sativa subsp. japonica	LOC_Os09g13570.1	bZIP	Genome	TF
Oryza sativa subsp. japonica	LOC_Os09g13575.1	bZIP	Genome	TF
Oryza sativa subsp. japonica	LOC_Os09g28310.1	bZIP	Genome	TF
Oryza sativa subsp. japonica	LOC_Os09g29820.1	bZIP	Genome	TF
Oryza sativa subsp. japonica	LOC_Os09g31390.1	bZIP	Genome	TF
Oryza sativa subsp. japonica	LOC_Os09g31390.2	bZIP	Genome	TF
Oryza sativa subsp. japonica	LOC_Os09g31390.3	bZIP	Genome	TF
Oryza sativa subsp. japonica	LOC_Os09g34060.1	bZIP	Genome	TF
Oryza sativa subsp. japonica	LOC_Os09g34880.1	bZIP	Genome	TF
Oryza sativa subsp. japonica	LOC_Os09g36910.1	bZIP	Genome	TF
Oryza sativa subsp. japonica	LOC_Os10g38820.1	bZIP	Genome	TF
Oryza sativa subsp. japonica	LOC_Os11g05480.1	bZIP	Genome	TF
Oryza sativa subsp. japonica	LOC_Os11g05640.1	bZIP	Genome	TF
Oryza sativa subsp. japonica	LOC_Os11g06170.1	bZIP	Genome	TF
Oryza sativa subsp. japonica	LOC_Os11g06170.2	bZIP	Genome	TF
Oryza sativa subsp. japonica	LOC_Os11g11100.1	bZIP	Genome	TF
Oryza sativa subsp. japonica	LOC_Os12g05680.1	bZIP	Genome	TF
Oryza sativa subsp. japonica	LOC_Os12g06520.1	bZIP	Genome	TF
Oryza sativa subsp. japonica	LOC_Os12g09250.1	bZIP	Genome	TF
Oryza sativa subsp. japonica	LOC_Os12g13170.1	bZIP	Genome	TF
Oryza sativa subsp. japonica	LOC_Os12g13170.2	bZIP	Genome	TF
Oryza sativa subsp. japonica	LOC_Os12g37410.1	bZIP	Genome	TF
Oryza sativa subsp. japonica	LOC_Os12g37415.1	bZIP	Genome	TF
Oryza sativa subsp. japonica	LOC_Os12g40920.1	bZIP	Genome	TF
Oryza sativa subsp. japonica	LOC_Os12g40920.3	bZIP	Genome	TF
Oryza sativa subsp. japonica	LOC_Os12g40920.4	bZIP	Genome	TF
Oryza sativa subsp. japonica	LOC_Os12g43790.1	bZIP	Genome	TF
Oryza sativa subsp. japonica	LOC_Os02g08150.1	C2C2-CO-like	Genome	TF
Oryza sativa subsp. japonica	LOC_Os02g39710.1	C2C2-CO-like	Genome	TF
Oryza sativa subsp. japonica	LOC_Os02g49230.1	C2C2-CO-like	Genome	TF
Oryza sativa subsp. japonica	LOC_Os02g49230.2	C2C2-CO-like	Genome	TF
Oryza sativa subsp. japonica	LOC_Os02g49230.3	C2C2-CO-like	Genome	TF
Oryza sativa subsp. japonica	LOC_Os02g49230.4	C2C2-CO-like	Genome	TF
Oryza sativa subsp. japonica	LOC_Os02g49230.5	C2C2-CO-like	Genome	TF
Oryza sativa subsp. japonica	LOC_Os02g49230.6	C2C2-CO-like	Genome	TF
Oryza sativa subsp. japonica	LOC_Os02g49880.1	C2C2-CO-like	Genome	TF
Oryza sativa subsp. japonica	LOC_Os03g22770.1	C2C2-CO-like	Genome	TF
Oryza sativa subsp. japonica	LOC_Os03g50310.1	C2C2-CO-like	Genome	TF
Oryza sativa subsp. japonica	LOC_Os04g42020.1	C2C2-CO-like	Genome	TF
Oryza sativa subsp. japonica	LOC_Os06g01340.1	C2C2-CO-like	Genome	TF
Oryza sativa subsp. japonica	LOC_Os06g15330.1	C2C2-CO-like	Genome	TF
Oryza sativa subsp. japonica	LOC_Os06g16370.1	C2C2-CO-like	Genome	TF
Oryza sativa subsp. japonica	LOC_Os06g19444.1	C2C2-CO-like	Genome	TF
Oryza sativa subsp. japonica	LOC_Os06g19444.2	C2C2-CO-like	Genome	TF
Oryza sativa subsp. japonica	LOC_Os06g44450.1	C2C2-CO-like	Genome	TF
Oryza sativa subsp. japonica	LOC_Os07g47140.1	C2C2-CO-like	Genome	TF
Oryza sativa subsp. japonica	LOC_Os08g15050.1	C2C2-CO-like	Genome	TF
Oryza sativa subsp. japonica	LOC_Os08g42440.1	C2C2-CO-like	Genome	TF
Oryza sativa subsp. japonica	LOC_Os09g06464.1	C2C2-CO-like	Genome	TF
Oryza sativa subsp. japonica	LOC_Os09g33550.1	C2C2-CO-like	Genome	TF
Oryza sativa subsp. japonica	LOC_Os01g09720.1	C2C2-Dof	Genome	TF
Oryza sativa subsp. japonica	LOC_Os01g15900.1	C2C2-Dof	Genome	TF
Oryza sativa subsp. japonica	LOC_Os01g17000.1	C2C2-Dof	Genome	TF
Oryza sativa subsp. japonica	LOC_Os01g48290.1	C2C2-Dof	Genome	TF
Oryza sativa subsp. japonica	LOC_Os01g55340.1	C2C2-Dof	Genome	TF
Oryza sativa subsp. japonica	LOC_Os01g64590.1	C2C2-Dof	Genome	TF
Oryza sativa subsp. japonica	LOC_Os02g15350.1	C2C2-Dof	Genome	TF
Oryza sativa subsp. japonica	LOC_Os02g45200.1	C2C2-Dof	Genome	TF
Oryza sativa subsp. japonica	LOC_Os02g45200.2	C2C2-Dof	Genome	TF
Oryza sativa subsp. japonica	LOC_Os02g45200.3	C2C2-Dof	Genome	TF
Oryza sativa subsp. japonica	LOC_Os02g45200.4	C2C2-Dof	Genome	TF
Oryza sativa subsp. japonica	LOC_Os02g47810.1	C2C2-Dof	Genome	TF
Oryza sativa subsp. japonica	LOC_Os02g49440.1	C2C2-Dof	Genome	TF
Oryza sativa subsp. japonica	LOC_Os03g07360.1	C2C2-Dof	Genome	TF
Oryza sativa subsp. japonica	LOC_Os03g16850.1	C2C2-Dof	Genome	TF
Oryza sativa subsp. japonica	LOC_Os03g38870.1	C2C2-Dof	Genome	TF
Oryza sativa subsp. japonica	LOC_Os03g42200.1	C2C2-Dof	Genome	TF
Oryza sativa subsp. japonica	LOC_Os03g55610.1	C2C2-Dof	Genome	TF
Oryza sativa subsp. japonica	LOC_Os03g60630.1	C2C2-Dof	Genome	TF
Oryza sativa subsp. japonica	LOC_Os04g47990.1	C2C2-Dof	Genome	TF
Oryza sativa subsp. japonica	LOC_Os04g47990.2	C2C2-Dof	Genome	TF
Oryza sativa subsp. japonica	LOC_Os04g58190.1	C2C2-Dof	Genome	TF
Oryza sativa subsp. japonica	LOC_Os04g58190.2	C2C2-Dof	Genome	TF
Oryza sativa subsp. japonica	LOC_Os04g58190.3	C2C2-Dof	Genome	TF
Oryza sativa subsp. japonica	LOC_Os05g02150.1	C2C2-Dof	Genome	TF
Oryza sativa subsp. japonica	LOC_Os05g36900.1	C2C2-Dof	Genome	TF
Oryza sativa subsp. japonica	LOC_Os06g17410.1	C2C2-Dof	Genome	TF
Oryza sativa subsp. japonica	LOC_Os07g13260.1	C2C2-Dof	Genome	TF
Oryza sativa subsp. japonica	LOC_Os07g32510.1	C2C2-Dof	Genome	TF
Oryza sativa subsp. japonica	LOC_Os07g48570.1	C2C2-Dof	Genome	TF
Oryza sativa subsp. japonica	LOC_Os08g38220.1	C2C2-Dof	Genome	TF
Oryza sativa subsp. japonica	LOC_Os09g29960.1	C2C2-Dof	Genome	TF
Oryza sativa subsp. japonica	LOC_Os10g26620.1	C2C2-Dof	Genome	TF
Oryza sativa subsp. japonica	LOC_Os10g35300.1	C2C2-Dof	Genome	TF
Oryza sativa subsp. japonica	LOC_Os10g35300.2	C2C2-Dof	Genome	TF
Oryza sativa subsp. japonica	LOC_Os12g38200.1	C2C2-Dof	Genome	TF
Oryza sativa subsp. japonica	LOC_Os12g39990.1	C2C2-Dof	Genome	TF
Oryza sativa subsp. japonica	LOC_Os01g24070.1	C2C2-GATA	Genome	TF
Oryza sativa subsp. japonica	LOC_Os01g24070.2	C2C2-GATA	Genome	TF
Oryza sativa subsp. japonica	LOC_Os01g47360.1	C2C2-GATA	Genome	TF
Oryza sativa subsp. japonica	LOC_Os01g54210.1	C2C2-GATA	Genome	TF
Oryza sativa subsp. japonica	LOC_Os01g74540.1	C2C2-GATA	Genome	TF
Oryza sativa subsp. japonica	LOC_Os02g05510.1	C2C2-GATA	Genome	TF
Oryza sativa subsp. japonica	LOC_Os02g05510.3	C2C2-GATA	Genome	TF
Oryza sativa subsp. japonica	LOC_Os02g12790.1	C2C2-GATA	Genome	TF
Oryza sativa subsp. japonica	LOC_Os02g43150.1	C2C2-GATA	Genome	TF
Oryza sativa subsp. japonica	LOC_Os02g43150.2	C2C2-GATA	Genome	TF
Oryza sativa subsp. japonica	LOC_Os02g56250.1	C2C2-GATA	Genome	TF
Oryza sativa subsp. japonica	LOC_Os03g03850.1	C2C2-GATA	Genome	TF
Oryza sativa subsp. japonica	LOC_Os03g05160.1	C2C2-GATA	Genome	TF
Oryza sativa subsp. japonica	LOC_Os03g47970.1	C2C2-GATA	Genome	TF
Oryza sativa subsp. japonica	LOC_Os03g47970.2	C2C2-GATA	Genome	TF
Oryza sativa subsp. japonica	LOC_Os03g52450.1	C2C2-GATA	Genome	TF
Oryza sativa subsp. japonica	LOC_Os03g52450.2	C2C2-GATA	Genome	TF
Oryza sativa subsp. japonica	LOC_Os03g61570.2	C2C2-GATA	Genome	TF
Oryza sativa subsp. japonica	LOC_Os04g46020.1	C2C2-GATA	Genome	TF
Oryza sativa subsp. japonica	LOC_Os04g46020.2	C2C2-GATA	Genome	TF
Oryza sativa subsp. japonica	LOC_Os05g06340.1	C2C2-GATA	Genome	TF
Oryza sativa subsp. japonica	LOC_Os05g44400.1	C2C2-GATA	Genome	TF
Oryza sativa subsp. japonica	LOC_Os05g49280.1	C2C2-GATA	Genome	TF
Oryza sativa subsp. japonica	LOC_Os05g50270.1	C2C2-GATA	Genome	TF
Oryza sativa subsp. japonica	LOC_Os06g37450.1	C2C2-GATA	Genome	TF
Oryza sativa subsp. japonica	LOC_Os06g48534.1	C2C2-GATA	Genome	TF
Oryza sativa subsp. japonica	LOC_Os10g32070.1	C2C2-GATA	Genome	TF
Oryza sativa subsp. japonica	LOC_Os10g40810.1	C2C2-GATA	Genome	TF
Oryza sativa subsp. japonica	LOC_Os11g08410.1	C2C2-GATA	Genome	TF
Oryza sativa subsp. japonica	LOC_Os12g07120.1	C2C2-GATA	Genome	TF
Oryza sativa subsp. japonica	LOC_Os12g07120.2	C2C2-GATA	Genome	TF
Oryza sativa subsp. japonica	LOC_Os12g42970.1	C2C2-GATA	Genome	TF
Oryza sativa subsp. japonica	LOC_Os02g42950.1	C2C2-YABBY	Genome	TF
Oryza sativa subsp. japonica	LOC_Os02g42950.2	C2C2-YABBY	Genome	TF
Oryza sativa subsp. japonica	LOC_Os03g11600.1	C2C2-YABBY	Genome	TF
Oryza sativa subsp. japonica	LOC_Os03g11600.2	C2C2-YABBY	Genome	TF
Oryza sativa subsp. japonica	LOC_Os03g44710.1	C2C2-YABBY	Genome	TF
Oryza sativa subsp. japonica	LOC_Os03g44710.2	C2C2-YABBY	Genome	TF
Oryza sativa subsp. japonica	LOC_Os03g44710.3	C2C2-YABBY	Genome	TF
Oryza sativa subsp. japonica	LOC_Os04g45330.1	C2C2-YABBY	Genome	TF
Oryza sativa subsp. japonica	LOC_Os07g06620.1	C2C2-YABBY	Genome	TF
Oryza sativa subsp. japonica	LOC_Os07g06620.2	C2C2-YABBY	Genome	TF
Oryza sativa subsp. japonica	LOC_Os07g06620.3	C2C2-YABBY	Genome	TF
Oryza sativa subsp. japonica	LOC_Os07g06620.4	C2C2-YABBY	Genome	TF
Oryza sativa subsp. japonica	LOC_Os07g38410.1	C2C2-YABBY	Genome	TF
Oryza sativa subsp. japonica	LOC_Os10g36420.1	C2C2-YABBY	Genome	TF
Oryza sativa subsp. japonica	LOC_Os12g42610.1	C2C2-YABBY	Genome	TF
Oryza sativa subsp. japonica	LOC_Os01g09850.1	C2H2	Genome	TF
Oryza sativa subsp. japonica	LOC_Os01g09850.2	C2H2	Genome	TF
Oryza sativa subsp. japonica	LOC_Os01g09850.3	C2H2	Genome	TF
Oryza sativa subsp. japonica	LOC_Os01g14010.1	C2H2	Genome	TF
Oryza sativa subsp. japonica	LOC_Os01g39110.1	C2H2	Genome	TF
Oryza sativa subsp. japonica	LOC_Os01g57650.1	C2H2	Genome	TF
Oryza sativa subsp. japonica	LOC_Os01g63980.1	C2H2	Genome	TF
Oryza sativa subsp. japonica	LOC_Os01g65080.1	C2H2	Genome	TF
Oryza sativa subsp. japonica	LOC_Os01g65080.2	C2H2	Genome	TF
Oryza sativa subsp. japonica	LOC_Os01g65080.3	C2H2	Genome	TF
Oryza sativa subsp. japonica	LOC_Os01g65080.4	C2H2	Genome	TF
Oryza sativa subsp. japonica	LOC_Os01g66570.1	C2H2	Genome	TF
Oryza sativa subsp. japonica	LOC_Os01g67970.1	C2H2	Genome	TF
Oryza sativa subsp. japonica	LOC_Os01g68160.1	C2H2	Genome	TF
Oryza sativa subsp. japonica	LOC_Os01g70870.1	C2H2	Genome	TF
Oryza sativa subsp. japonica	LOC_Os02g01090.1	C2H2	Genome	TF
Oryza sativa subsp. japonica	LOC_Os02g02424.1	C2H2	Genome	TF
Oryza sativa subsp. japonica	LOC_Os02g02424.2	C2H2	Genome	TF
Oryza sativa subsp. japonica	LOC_Os02g02424.3	C2H2	Genome	TF
Oryza sativa subsp. japonica	LOC_Os02g08510.1	C2H2	Genome	TF
Oryza sativa subsp. japonica	LOC_Os02g31890.1	C2H2	Genome	TF
Oryza sativa subsp. japonica	LOC_Os02g34680.1	C2H2	Genome	TF
Oryza sativa subsp. japonica	LOC_Os02g35460.1	C2H2	Genome	TF
Oryza sativa subsp. japonica	LOC_Os02g36360.1	C2H2	Genome	TF
Oryza sativa subsp. japonica	LOC_Os02g36360.2	C2H2	Genome	TF
Oryza sativa subsp. japonica	LOC_Os02g36360.3	C2H2	Genome	TF
Oryza sativa subsp. japonica	LOC_Os02g44120.1	C2H2	Genome	TF
Oryza sativa subsp. japonica	LOC_Os02g44130.1	C2H2	Genome	TF
Oryza sativa subsp. japonica	LOC_Os02g45054.1	C2H2	Genome	TF
Oryza sativa subsp. japonica	LOC_Os02g45054.2	C2H2	Genome	TF
Oryza sativa subsp. japonica	LOC_Os02g45054.3	C2H2	Genome	TF
Oryza sativa subsp. japonica	LOC_Os02g45054.4	C2H2	Genome	TF
Oryza sativa subsp. japonica	LOC_Os02g57790.1	C2H2	Genome	TF
Oryza sativa subsp. japonica	LOC_Os03g05480.1	C2H2	Genome	TF
Oryza sativa subsp. japonica	LOC_Os03g05690.1	C2H2	Genome	TF
Oryza sativa subsp. japonica	LOC_Os03g10140.1	C2H2	Genome	TF
Oryza sativa subsp. japonica	LOC_Os03g13400.1	C2H2	Genome	TF
Oryza sativa subsp. japonica	LOC_Os03g13600.1	C2H2	Genome	TF
Oryza sativa subsp. japonica	LOC_Os03g13600.2	C2H2	Genome	TF
Oryza sativa subsp. japonica	LOC_Os03g15790.1	C2H2	Genome	TF
Oryza sativa subsp. japonica	LOC_Os03g31240.1	C2H2	Genome	TF
Oryza sativa subsp. japonica	LOC_Os03g32220.1	C2H2	Genome	TF
Oryza sativa subsp. japonica	LOC_Os03g32230.1	C2H2	Genome	TF
Oryza sativa subsp. japonica	LOC_Os03g40710.1	C2H2	Genome	TF
Oryza sativa subsp. japonica	LOC_Os03g49132.1	C2H2	Genome	TF
Oryza sativa subsp. japonica	LOC_Os03g55540.1	C2H2	Genome	TF
Oryza sativa subsp. japonica	LOC_Os03g60560.1	C2H2	Genome	TF
Oryza sativa subsp. japonica	LOC_Os03g60570.1	C2H2	Genome	TF
Oryza sativa subsp. japonica	LOC_Os03g62230.1	C2H2	Genome	TF
Oryza sativa subsp. japonica	LOC_Os04g02510.1	C2H2	Genome	TF
Oryza sativa subsp. japonica	LOC_Os04g08060.1	C2H2	Genome	TF
Oryza sativa subsp. japonica	LOC_Os04g08290.1	C2H2	Genome	TF
Oryza sativa subsp. japonica	LOC_Os04g08600.1	C2H2	Genome	TF
Oryza sativa subsp. japonica	LOC_Os04g36650.1	C2H2	Genome	TF
Oryza sativa subsp. japonica	LOC_Os04g39520.1	C2H2	Genome	TF
Oryza sativa subsp. japonica	LOC_Os04g46670.1	C2H2	Genome	TF
Oryza sativa subsp. japonica	LOC_Os04g46680.1	C2H2	Genome	TF
Oryza sativa subsp. japonica	LOC_Os04g47860.2	C2H2	Genome	TF
Oryza sativa subsp. japonica	LOC_Os04g47860.3	C2H2	Genome	TF
Oryza sativa subsp. japonica	LOC_Os04g47860.4	C2H2	Genome	TF
Oryza sativa subsp. japonica	LOC_Os04g47860.5	C2H2	Genome	TF
Oryza sativa subsp. japonica	LOC_Os04g47860.6	C2H2	Genome	TF
Oryza sativa subsp. japonica	LOC_Os04g50070.1	C2H2	Genome	TF
Oryza sativa subsp. japonica	LOC_Os04g59380.1	C2H2	Genome	TF
Oryza sativa subsp. japonica	LOC_Os05g01550.1	C2H2	Genome	TF
Oryza sativa subsp. japonica	LOC_Os05g02390.1	C2H2	Genome	TF
Oryza sativa subsp. japonica	LOC_Os05g03020.1	C2H2	Genome	TF
Oryza sativa subsp. japonica	LOC_Os05g14130.1	C2H2	Genome	TF
Oryza sativa subsp. japonica	LOC_Os05g20930.1	C2H2	Genome	TF
Oryza sativa subsp. japonica	LOC_Os05g37190.1	C2H2	Genome	TF
Oryza sativa subsp. japonica	LOC_Os05g38620.1	C2H2	Genome	TF
Oryza sativa subsp. japonica	LOC_Os05g51830.1	C2H2	Genome	TF
Oryza sativa subsp. japonica	LOC_Os06g07020.1	C2H2	Genome	TF
Oryza sativa subsp. japonica	LOC_Os06g10470.1	C2H2	Genome	TF
Oryza sativa subsp. japonica	LOC_Os06g20020.1	C2H2	Genome	TF
Oryza sativa subsp. japonica	LOC_Os06g40960.1	C2H2	Genome	TF
Oryza sativa subsp. japonica	LOC_Os06g51140.1	C2H2	Genome	TF
Oryza sativa subsp. japonica	LOC_Os07g01180.1	C2H2	Genome	TF
Oryza sativa subsp. japonica	LOC_Os07g23450.1	C2H2	Genome	TF
Oryza sativa subsp. japonica	LOC_Os07g38240.1	C2H2	Genome	TF
Oryza sativa subsp. japonica	LOC_Os07g39310.1	C2H2	Genome	TF
Oryza sativa subsp. japonica	LOC_Os07g39960.1	C2H2	Genome	TF
Oryza sativa subsp. japonica	LOC_Os07g39970.1	C2H2	Genome	TF
Oryza sativa subsp. japonica	LOC_Os07g40080.1	C2H2	Genome	TF
Oryza sativa subsp. japonica	LOC_Os07g40780.1	C2H2	Genome	TF
Oryza sativa subsp. japonica	LOC_Os07g40950.1	C2H2	Genome	TF
Oryza sativa subsp. japonica	LOC_Os08g17640.1	C2H2	Genome	TF
Oryza sativa subsp. japonica	LOC_Os08g20580.1	C2H2	Genome	TF
Oryza sativa subsp. japonica	LOC_Os08g36390.1	C2H2	Genome	TF
Oryza sativa subsp. japonica	LOC_Os08g37904.1	C2H2	Genome	TF
Oryza sativa subsp. japonica	LOC_Os08g37904.2	C2H2	Genome	TF
Oryza sativa subsp. japonica	LOC_Os08g37904.3	C2H2	Genome	TF
Oryza sativa subsp. japonica	LOC_Os08g37904.4	C2H2	Genome	TF
Oryza sativa subsp. japonica	LOC_Os08g37904.5	C2H2	Genome	TF
Oryza sativa subsp. japonica	LOC_Os08g37904.6	C2H2	Genome	TF
Oryza sativa subsp. japonica	LOC_Os08g37920.1	C2H2	Genome	TF
Oryza sativa subsp. japonica	LOC_Os08g37920.2	C2H2	Genome	TF
Oryza sativa subsp. japonica	LOC_Os08g39390.1	C2H2	Genome	TF
Oryza sativa subsp. japonica	LOC_Os08g44050.1	C2H2	Genome	TF
Oryza sativa subsp. japonica	LOC_Os08g44050.2	C2H2	Genome	TF
Oryza sativa subsp. japonica	LOC_Os08g44050.3	C2H2	Genome	TF
Oryza sativa subsp. japonica	LOC_Os08g44050.4	C2H2	Genome	TF
Oryza sativa subsp. japonica	LOC_Os08g44190.1	C2H2	Genome	TF
Oryza sativa subsp. japonica	LOC_Os08g44830.1	C2H2	Genome	TF
Oryza sativa subsp. japonica	LOC_Os09g03500.1	C2H2	Genome	TF
Oryza sativa subsp. japonica	LOC_Os09g10980.1	C2H2	Genome	TF
Oryza sativa subsp. japonica	LOC_Os09g13680.1	C2H2	Genome	TF
Oryza sativa subsp. japonica	LOC_Os09g26210.1	C2H2	Genome	TF
Oryza sativa subsp. japonica	LOC_Os09g27650.1	C2H2	Genome	TF
Oryza sativa subsp. japonica	LOC_Os09g27650.2	C2H2	Genome	TF
Oryza sativa subsp. japonica	LOC_Os09g31140.1	C2H2	Genome	TF
Oryza sativa subsp. japonica	LOC_Os09g38340.1	C2H2	Genome	TF
Oryza sativa subsp. japonica	LOC_Os09g38340.2	C2H2	Genome	TF
Oryza sativa subsp. japonica	LOC_Os09g38340.3	C2H2	Genome	TF
Oryza sativa subsp. japonica	LOC_Os09g38610.1	C2H2	Genome	TF
Oryza sativa subsp. japonica	LOC_Os09g38790.1	C2H2	Genome	TF
Oryza sativa subsp. japonica	LOC_Os09g38790.2	C2H2	Genome	TF
Oryza sativa subsp. japonica	LOC_Os09g38790.3	C2H2	Genome	TF
Oryza sativa subsp. japonica	LOC_Os09g39660.1	C2H2	Genome	TF
Oryza sativa subsp. japonica	LOC_Os09g39660.2	C2H2	Genome	TF
Oryza sativa subsp. japonica	LOC_Os10g28330.1	C2H2	Genome	TF
Oryza sativa subsp. japonica	LOC_Os11g06840.1	C2H2	Genome	TF
Oryza sativa subsp. japonica	LOC_Os11g25610.1	C2H2	Genome	TF
Oryza sativa subsp. japonica	LOC_Os11g47620.1	C2H2	Genome	TF
Oryza sativa subsp. japonica	LOC_Os11g47630.1	C2H2	Genome	TF
Oryza sativa subsp. japonica	LOC_Os11g48000.1	C2H2	Genome	TF
Oryza sativa subsp. japonica	LOC_Os12g07280.1	C2H2	Genome	TF
Oryza sativa subsp. japonica	LOC_Os12g18150.1	C2H2	Genome	TF
Oryza sativa subsp. japonica	LOC_Os12g38940.1	C2H2	Genome	TF
Oryza sativa subsp. japonica	LOC_Os12g38960.1	C2H2	Genome	TF
Oryza sativa subsp. japonica	LOC_Os12g39400.1	C2H2	Genome	TF
Oryza sativa subsp. japonica	LOC_Os01g07930.1	C3H	Genome	TF
Oryza sativa subsp. japonica	LOC_Os01g09620.1	C3H	Genome	TF
Oryza sativa subsp. japonica	LOC_Os01g09620.2	C3H	Genome	TF
Oryza sativa subsp. japonica	LOC_Os01g14870.1	C3H	Genome	TF
Oryza sativa subsp. japonica	LOC_Os01g15300.1	C3H	Genome	TF
Oryza sativa subsp. japonica	LOC_Os01g15300.2	C3H	Genome	TF
Oryza sativa subsp. japonica	LOC_Os01g15350.1	C3H	Genome	TF
Oryza sativa subsp. japonica	LOC_Os01g15460.1	C3H	Genome	TF
Oryza sativa subsp. japonica	LOC_Os01g15460.2	C3H	Genome	TF
Oryza sativa subsp. japonica	LOC_Os01g15460.3	C3H	Genome	TF
Oryza sativa subsp. japonica	LOC_Os01g39100.1	C3H	Genome	TF
Oryza sativa subsp. japonica	LOC_Os01g42970.1	C3H	Genome	TF
Oryza sativa subsp. japonica	LOC_Os01g42970.2	C3H	Genome	TF
Oryza sativa subsp. japonica	LOC_Os01g45730.1	C3H	Genome	TF
Oryza sativa subsp. japonica	LOC_Os01g53650.1	C3H	Genome	TF
Oryza sativa subsp. japonica	LOC_Os01g61830.1	C3H	Genome	TF
Oryza sativa subsp. japonica	LOC_Os01g68860.1	C3H	Genome	TF
Oryza sativa subsp. japonica	LOC_Os01g68860.2	C3H	Genome	TF
Oryza sativa subsp. japonica	LOC_Os01g68860.3	C3H	Genome	TF
Oryza sativa subsp. japonica	LOC_Os02g06584.2	C3H	Genome	TF
Oryza sativa subsp. japonica	LOC_Os02g06584.3	C3H	Genome	TF
Oryza sativa subsp. japonica	LOC_Os02g06584.4	C3H	Genome	TF
Oryza sativa subsp. japonica	LOC_Os02g10080.1	C3H	Genome	TF
Oryza sativa subsp. japonica	LOC_Os02g10080.2	C3H	Genome	TF
Oryza sativa subsp. japonica	LOC_Os02g19804.1	C3H	Genome	TF
Oryza sativa subsp. japonica	LOC_Os02g35150.1	C3H	Genome	TF
Oryza sativa subsp. japonica	LOC_Os02g45480.1	C3H	Genome	TF
Oryza sativa subsp. japonica	LOC_Os02g45480.2	C3H	Genome	TF
Oryza sativa subsp. japonica	LOC_Os02g45480.3	C3H	Genome	TF
Oryza sativa subsp. japonica	LOC_Os02g55000.1	C3H	Genome	TF
Oryza sativa subsp. japonica	LOC_Os02g58440.1	C3H	Genome	TF
Oryza sativa subsp. japonica	LOC_Os03g02160.1	C3H	Genome	TF
Oryza sativa subsp. japonica	LOC_Os03g02160.2	C3H	Genome	TF
Oryza sativa subsp. japonica	LOC_Os03g02160.3	C3H	Genome	TF
Oryza sativa subsp. japonica	LOC_Os03g18950.1	C3H	Genome	TF
Oryza sativa subsp. japonica	LOC_Os03g21140.1	C3H	Genome	TF
Oryza sativa subsp. japonica	LOC_Os03g21140.2	C3H	Genome	TF
Oryza sativa subsp. japonica	LOC_Os03g21160.1	C3H	Genome	TF
Oryza sativa subsp. japonica	LOC_Os03g21160.2	C3H	Genome	TF
Oryza sativa subsp. japonica	LOC_Os03g49170.1	C3H	Genome	TF
Oryza sativa subsp. japonica	LOC_Os03g49170.3	C3H	Genome	TF
Oryza sativa subsp. japonica	LOC_Os03g61110.1	C3H	Genome	TF
Oryza sativa subsp. japonica	LOC_Os04g01480.1	C3H	Genome	TF
Oryza sativa subsp. japonica	LOC_Os04g02730.1	C3H	Genome	TF
Oryza sativa subsp. japonica	LOC_Os04g32340.1	C3H	Genome	TF
Oryza sativa subsp. japonica	LOC_Os04g35800.1	C3H	Genome	TF
Oryza sativa subsp. japonica	LOC_Os04g41060.1	C3H	Genome	TF
Oryza sativa subsp. japonica	LOC_Os04g48375.1	C3H	Genome	TF
Oryza sativa subsp. japonica	LOC_Os04g56750.1	C3H	Genome	TF
Oryza sativa subsp. japonica	LOC_Os04g57010.1	C3H	Genome	TF
Oryza sativa subsp. japonica	LOC_Os04g57010.2	C3H	Genome	TF
Oryza sativa subsp. japonica	LOC_Os04g57600.1	C3H	Genome	TF
Oryza sativa subsp. japonica	LOC_Os05g03760.1	C3H	Genome	TF
Oryza sativa subsp. japonica	LOC_Os05g08400.1	C3H	Genome	TF
Oryza sativa subsp. japonica	LOC_Os05g10670.1	C3H	Genome	TF
Oryza sativa subsp. japonica	LOC_Os05g41790.1	C3H	Genome	TF
Oryza sativa subsp. japonica	LOC_Os05g45020.1	C3H	Genome	TF
Oryza sativa subsp. japonica	LOC_Os05g48960.1	C3H	Genome	TF
Oryza sativa subsp. japonica	LOC_Os05g48960.2	C3H	Genome	TF
Oryza sativa subsp. japonica	LOC_Os05g48960.3	C3H	Genome	TF
Oryza sativa subsp. japonica	LOC_Os05g48960.4	C3H	Genome	TF
Oryza sativa subsp. japonica	LOC_Os05g50080.1	C3H	Genome	TF
Oryza sativa subsp. japonica	LOC_Os06g07350.1	C3H	Genome	TF
Oryza sativa subsp. japonica	LOC_Os06g21390.1	C3H	Genome	TF
Oryza sativa subsp. japonica	LOC_Os06g21390.2	C3H	Genome	TF
Oryza sativa subsp. japonica	LOC_Os06g21390.3	C3H	Genome	TF
Oryza sativa subsp. japonica	LOC_Os06g21390.4	C3H	Genome	TF
Oryza sativa subsp. japonica	LOC_Os06g32720.1	C3H	Genome	TF
Oryza sativa subsp. japonica	LOC_Os06g32860.1	C3H	Genome	TF
Oryza sativa subsp. japonica	LOC_Os06g32860.2	C3H	Genome	TF
